:START_ID(File),:END_ID(Trace)
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\WindowsAdvancedSettings.exe,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\bg-BG\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ca-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\cs-CZ\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\da-DK\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\de-DE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\el-GR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\es-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\et-EE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\eu-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\fi-FI\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\fr-FR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\gl-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\hi-IN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\hr-HR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\hu-HU\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\id-ID\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\it-IT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ja-JP\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\kk-KZ\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ko-KR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\lt-LT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\lv-LV\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ms-MY\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\nb-NO\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\nl-NL\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\pl-PL\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\pt-BR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\pt-PT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ro-RO\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\ru-RU\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\sk-SK\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\sl-SI\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\sr-Cyrl-RS\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\sr-Latn-RS\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\sv-SE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\th-TH\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\tr-TR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\uk-UA\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\vi-VN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\zh-CN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\zh-TW\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\bg-BG\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ca-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\cs-CZ\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\da-DK\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\de-DE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\el-GR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\es-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\et-EE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\eu-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\fi-FI\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\fr-FR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\gl-ES\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hi-IN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hr-HR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hu-HU\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\id-ID\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\it-IT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ja-JP\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\kk-KZ\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ko-KR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\lt-LT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\lv-LV\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ms-MY\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\nb-NO\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\nl-NL\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pl-PL\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pt-BR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pt-PT\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ro-RO\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ru-RU\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sk-SK\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sl-SI\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sr-Cyrl-RS\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sr-Latn-RS\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sv-SE\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\th-TH\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\tr-TR\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\uk-UA\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\vi-VN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\zh-CN\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\zh-TW\WindowsAdvancedSettings.resources.dll,b101c6cca0439f6d38d688e3473868eb
C:\Program Files\windows_service.exe,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\Getting Started.lnk,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler Options.lnk,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler User Manual.url,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler.lnk,77457ecfd88f69809e5ea44655aa440d
C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\QFX Software Homepage.url,77457ecfd88f69809e5ea44655aa440d
